,所在地址,小区名称,总价格,单价,房屋基本信息,房屋交易属性信息,房屋特色
575,"['黄陂', '盘龙城']",['尚璟瑞府'],['98'],['8261'],"{'房屋户型': '3室2厅1厨2卫', '所在楼层': '中楼层 (共14层)', '建筑面积': '118.64㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨2卫', '所在楼层': '中楼层 (共14层)', '建筑面积': '118.64㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '房型面积合理，没浪费面积。视野开阔，前后无遮挡，采光好', '小区介绍': '普通住宅 小区人车分流，绿化40%，小区大门口都是底商，生活所需都可满足 项目特色：地铁沿线，低密居所 建筑类型：板楼 装修：精装修 开发商：武汉汉江宏远有限公司', '适宜人群': '家有老人有电梯上下方便上班族离小区460米就有地铁上下班不担心堵车不担心迟到购物族盘龙城片区就有奥特莱斯圈中百仓储吃喝玩购物等方便', '周边配套': '小区内部配套幼儿园、运动场地、儿童游乐场、游泳池、会所.恒大特蕾新幼儿园、医院武汉市黄陂盘龙城经济开发区民康门诊部、武汉市佳海门诊、盘龙城开发区许庙村卫生室、刘集村卫生室', '交通出行': '小区旁边就有，宋家岗站，公交有291和298，到汉口北和东西湖。自驾走机场高速直达汉口繁华地段'}"
576,"['洪山', '卓刀泉']",['绿汀雅境'],['192'],['15214'],"{'房屋户型': '3室2厅1厨2卫', '所在楼层': '低楼层 (共26层)', '建筑面积': '126.2㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨2卫', '所在楼层': '低楼层 (共26层)', '建筑面积': '126.2㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '此房小区 满二无增值税，楼间距开阔采光充足。', '小区介绍': '小区丽岛物业一共14栋楼，两梯四户 走道有窗户 一共三个入口 小区环境优美 人文气息浓厚 小区和谐有趣', '周边配套': '小区内有全民健身器材 比如乒乓球桌 单双杠杆 凉亭 小区内有茶艺 健身馆 休闲麻将馆。此房小区左侧有大型的中百仓储，名都菜场，中国建设银行，招商银行，工商银行分布在小区四周，小区左侧有美食城，生活所需店铺都有', '交通出行': '小区出门就是楚康路康福路公交站台，618，386，738路经过这里，距离地铁2号线虎泉地铁站约1.4公里，交通出行便利。'}"
577,"['江夏', '文化大道']",['联投龙湾一期'],['110'],['8361'],"{'房屋户型': '3室2厅1厨2卫', '所在楼层': '高楼层 (共33层)', '建筑面积': '131.57㎡', '户型结构': '平层', '套内面积': '100.79㎡', '建筑类型': '板塔结合', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨2卫', '所在楼层': '高楼层 (共33层)', '建筑面积': '131.57㎡', '户型结构': '平层', '套内面积': '100.79㎡', '建筑类型': '板塔结合', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '满二，精装三房，通透户型，中高楼，视野好，无抵押', '小区介绍': '1、此房源开发商为联投集团有限公司，小区有别墅，高层，小高层住宅，户型多样化。2、商品房有15栋、别墅14栋。3、该小区物业是武汉联投物业，物业费1.5元，停车费60元一个月，物业在1栋。', '户型介绍': '1、南北双边阳台，正通透户型，前后无遮挡，高楼层，一线临湖，视野采光很好，全明格局，户型方正，格局通透', '税费解析': '1、产证满两年 ，免去了5.3%的增值税及附加税，2、首套房仅需1.5%的契税 1%的个税，3、二套房仅需2%的契税，1%的个税 房主自荐(业主对房源的描述)'}"
578,"['武昌', '水果湖']",['振兴苑小区'],['128'],['15341'],"{'房屋户型': '3室2厅1厨1卫', '所在楼层': '高楼层 (共6层)', '建筑面积': '83.44㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '东南', '建筑结构': '混合结构', '装修情况': '简装', '梯户比例': '暂无数据', '配备电梯': '无', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨1卫', '所在楼层': '高楼层 (共6层)', '建筑面积': '83.44㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '东南', '建筑结构': '混合结构', '装修情况': '简装', '梯户比例': '暂无数据', '配备电梯': '无', '楼层高度': '暂无数据'}","{'核心卖点': '三房改四房 居家简装，采光充足，小区环境好，停车位充足', '适宜人群': '适宜在水果湖上班的上班族或孩子在这里上学的陪读家庭 生活便利 资源集中', '交通出行': '门口就是二环线 多条公交路线通行 洪山侧路上也有606 817 522等', '权属抵押': '产权清晰 无抵押 无贷款 无纠纷 后期交易 简单便捷，可以安全交易。'}"
579,"['洪山', '白沙洲']",['新力城'],['115'],['9820'],"{'房屋户型': '3室1厅1厨2卫', '所在楼层': '中楼层 (共34层)', '建筑面积': '117.11㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯六户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室1厅1厨2卫', '所在楼层': '中楼层 (共34层)', '建筑面积': '117.11㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯六户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '房子今年9月份满二，次新小区 三环边 小区环境不错', '小区介绍': '开发商和物业都是新力，小区绿化不错，自带有篮球场、泳池。人车分流，居住安全度比较高', '适宜人群': '次新小区，小区绿化不错有适宜小孩玩的游乐场，也有适宜青年群体运动的篮球场，网球场、泳池，还有适宜老人散步的草坪', '装修描述': '房子是开发商精装标准，没有住过人，刚改自住可以考虑，边户通透户型'}"
580,"['洪山', '青山']",['首开&华侨城&金茂·东湖金茂府'],['205'],['17476'],"{'房屋户型': '3室2厅1厨2卫', '所在楼层': '中楼层 (共28层)', '建筑面积': '117.31㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '东南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '暂无数据', '配备电梯': '暂无数据', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨2卫', '所在楼层': '中楼层 (共28层)', '建筑面积': '117.31㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '东南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '暂无数据', '配备电梯': '暂无数据', '楼层高度': '暂无数据'}","{'核心卖点': '东湖金茂府精装小三房，房屋配备设施完善，高铁商务区，多地铁', '售房详情': '负责人王文清，1，7，7，8，6，5，3，9，1，6，9，交付一天未住，保养很好', '周边配套': '北边是杨春湖公园，南边是东湖的小潭湖，东边是武汉火车站，东西两边都有地铁站，地理位置优越', '装修描述': '开发商加10万科技大礼包做的精装小三房，厨房卫生间和房间用的都是品牌家电，设计都是现成的，简单添加即可入住', '交通出行': '出门有和谐路杨春湖站，西边有杨春湖地铁站，东边有武汉火车站和武汉火车站地铁站，南边可从欢乐大道上三环，交通方便'}"
581,"['东湖高新', '华科大']",['巴黎豪庭'],['263'],['19614'],"{'房屋户型': '3室2厅1厨2卫', '所在楼层': '中楼层 (共11层)', '建筑面积': '134.09㎡', '户型结构': '平层', '套内面积': '114.97㎡', '建筑类型': '板楼', '房屋朝向': '东南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '一梯两户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨2卫', '所在楼层': '中楼层 (共11层)', '建筑面积': '134.09㎡', '户型结构': '平层', '套内面积': '114.97㎡', '建筑类型': '板楼', '房屋朝向': '东南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '一梯两户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '此房产证满五，无贷款抵押，产权清晰，小高层，精装修三室两厅', '户型介绍': '户型是南北的三室两厅一厨两卫两阳台，每个房间都很方正，阳光很好，无遮挡', '税费解析': '房子产证满五年，买家购买首套房仅需1.5%契税和1%个税，二套房2%契税和1%个税。', '装修描述': '房屋中等装修带地暖，可拎包入住，保养完善，家电家具齐全，户型方正，楼层好。'}"
582,"['江夏', '藏龙岛']",['金地湖山境'],['135'],['10212'],"{'房屋户型': '3室2厅1厨2卫', '所在楼层': '中楼层 (共25层)', '建筑面积': '132.21㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨2卫', '所在楼层': '中楼层 (共25层)', '建筑面积': '132.21㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '金地物业，满两年，精装大3房，南北通透双阳台！', '小区介绍': '小区坐落于汤逊湖畔，邻藏龙岛湿地公园，小区人车分流设计保护您与家人的安全，内有儿童游乐区，幼儿园，游泳池，环境舒适远离喧嚣，适宜老人和小孩居住。', '适宜人群': '小区内部人车分流，环境优美，24小时保安值守巡逻，安全有保障，适宜注重品质的年轻人、喜欢安静的老人、有小孩的居家人士。小区临汤逊湖畔，国家湿地公园，风景好！', '交通出行': '小区门口有公交到小区门口，755、758、732、926、4308、785、781、380路等公交路线，可直达光谷、金融港、软件园等经济圈，出行方便，也可到：佛祖岭地铁站换乘地铁二号线通达武汉三镇，旁边有藏龙岛湿地公园，临汤逊湖'}"
583,"['东西湖', '金银湖']",['海景花园北区'],['66'],['7167'],"{'房屋户型': '2室2厅1厨1卫', '所在楼层': '中楼层 (共21层)', '建筑面积': '92.09㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '暂无数据', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '一梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '2室2厅1厨1卫', '所在楼层': '中楼层 (共21层)', '建筑面积': '92.09㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '暂无数据', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '一梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '老证，地铁6号线二雅路站，电梯房，出行方便', '户型介绍': '两室，朝南阳台，朝南房间，视野比较好，阳光通风都还可以，舒适度高', '税费解析': '首套房契税1%，二套房契税1%，三套及以上契税3%，个税1%，无增值税，登记费80元。', '装修描述': '房子装修可以，家里保养的也不错，家具家电齐全，可拎包入住，十分方便'}"
584,"['东湖高新', '民族大道']",['锦绣龙城'],['120'],['13143'],"{'房屋户型': '3室2厅1厨1卫', '所在楼层': '中楼层 (共11层)', '建筑面积': '91.31㎡', '户型结构': '平层', '套内面积': '74.28㎡', '建筑类型': '塔楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '一梯两户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨1卫', '所在楼层': '中楼层 (共11层)', '建筑面积': '91.31㎡', '户型结构': '平层', '套内面积': '74.28㎡', '建筑类型': '塔楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '一梯两户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '锦绣龙城D区，电梯小高层，一梯两户 中间楼层，前后无遮挡', '适宜人群': '适合老人或者刚需小年轻，接地气，居家装修，未出租，拎包入住！', '售房详情': '业主准备置换，急于出售，价格好谈，希望遇到有缘人，希望中介朋友多多推荐', '户型介绍': '锦绣龙城业主自住三房，少有小高层，公摊小，一梯两户，得房率高。'}"
